SAMPLE_NAME,PI_LAST_NAME,PI_FIRST_NAME,ORGANISM,STRAIN,EXP_DATE,EXP_GROWTH_MEDIUM,EXP_MODIF_GROWTH,EXP_TEMPERATURE,EXP_SALINITY,EXP_PH,EXP_LIGHT,EXP_DAY_PORTION_OF_DAY,EXP_NIGHT_PORTION_OF_DAY,EXP_NITRATE,EXP_AMMONIUM,EXP_PHOSPHATE,EXP_SILICATE,EXP_DISSOLVED_OXYGEN,EXP_TOTAL_FE,EXP_DOC,EXP_LIST_AA_AND_CONCENTRATIONS,EXP_TRACE_ELEMENTS_TOTAL,EXP_CO2_PPM,EXP_UREA,EXP_PREY_ORGANISM,ENV_LATITUDE,ENV_LONGITUDE,ENV_DEPTH,ENV_ELEVATION,ENV_SALINITY,ENV_TEMPERATURE,ENV_PH,ENV_COLLECTION_DATE,ENV_COLLECTION_TIME,GEO_LOC_NAME,BIOME,HABITAT_DESCRIPTION,CAMERA_SAMPLE_ACC,CLONAL,AXENIC
MMETSP0290,Keeling,Patrick,Chromera velia,CCMP2878,16-AUG-12,f/2 seawater,,22,21,8,550,12,12,882,0,36.2,0,,,,,23000,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_003165,1,1
MMETSP0887,Gobler,Christopher,Pelagomonas calceolata,CCMP1756,19-AUG-11,GSe media,Ammonium in place of nitrate,22,32,7.8,100,12,12,0,10,4,0,8,1100,2,none,1004,400,0,none,30.8333,-136.8333,5,0,35,25,8.1,17-FEB-73,12:00 PM,Pacific Ocean,Acquatic: marine,open ocean mixed layer,CAM_SMPL_002862,,0
MMETSP0920,Rynearson,Tatiana,Skeletonema marinoi,skelA,23-MAR-12,f/2 amended Sargasso seawater,f/2 for all nutrients except no Si added,14,36,7.9,180,12,12,882,,0.6,0,,,,,,,,,41.573611,-71.408611,0.5,,31.38,6.1,,22-NOV-10,10:00 AM,Atlantic Ocean,Acquatic: marine,estuary,CAM_SMPL_003110,1,0
MMETSP1345,Petroni,Giulio,Fabrea Fabrea salina,,15-DEC-12,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com)",,19,33,,300,12,12,0,,0,,,,,,,,,bacteria,,,,,,,,,,Saline di Torre Colimena (Taranto),Acquatic: marine,,CAM_SMPL_003125,0,0
MMETSP1058,Armbrust,Virginia,Detonula confervacea,CCMP 353,28-OCT-11,f/2,,6,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,41.6,-71.4,,,,,,07-JAN-59,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_002607,1,0
MMETSP1380,Miceli,Cristina,Euplotes crassus,CT5,28-JAN-13,Cells were grown in natural sea water collected in Adriatic Sea. Twice per week 50ml of the algae Dunaliella tertiolecta grown in Walne's medium (http://www.ccap.ac.uk/media/recipes/Walnes.htm) were added to each one-liter cell cultures,,25,38,8,,12,12,300,100,50,100,,,,,750,,,,,,,,,,,,,Tyrrhenian Sea,Acquatic: marine,,CAM_SMPL_003159,,0
MMETSP1091,Worden,Alexandra,Rhodomonas sp.,CCMP768,07-DEC-11,f/2-Si amended natural seawater,no silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,n/a,-39,176,,,,,,01-JAN-83,,,Acquatic: marine,,CAM_SMPL_003073,,0
MMETSP1400,Worden,Alexandra,Micromonas sp.,RCC451,21-DEC-12,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,21,35,8.2,80,14,10,882,,36,0,,,,,12780,,,n/a,,,,,,,,11-JUL-80,,North Atlantic,Aquatic: marine,,CAM_SMPL_003074,0,0
MMETSP0308,Keeling,Patrick,Gloeochaete witrockiana,SAG 46.84,05-NOV-12,MiEB12,,22,0,8,550,12,12,989,75.7,75.7,0,,,,,1000,,,,,,,,,,,,,,Aquatic: freshwater,,CAM_SMPL_003166,,0
MMETSP0411,Menden-Deuer,Susanne,Heterosigma akashiwo,CCMP3107,16-AUG-11,f/2-Si amended seawater,f/2 for all nutrients except eliminate Si,15,29.4,,75,12,12,882,,36.2,106,,,,,,,,,52.5758,-128.5003,,,,,,15-SEP-08,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_002558,1,0
MMETSP0784,Hackett,Jeremiah,Gymnodinium catenatum,GC744,18-JAN-11,F/2 -Si,,15,31,8.2,200,14,10,882,0,36.2,,,,,,2264,,,,,,,,,,,,,,,,CAM_SMPL_000708,1,0
MMETSP1353,Wilson,Willie,Erythrolobus australicus,CCMP3124,15-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,151.15,-34.02,,,,,,01-OCT-01,,Tasman Sea,,from a mud sample,CAM_SMPL_003127,,0
MMETSP1352,Wilson,Willie,Stauroneis constricta,CCMP1120,13-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,-0.7475,-126.03,,,,,,,,,,open ocean,CAM_SMPL_000706,,0
MMETSP0434,Menden-Deuer,Susanne,Favella taraikaensis,Fe Narragansett Bay,28-MAR-12,seawater,"0.2um filtered, autoclaved",15,29.4,,8,12,12,,,,,,,,,,,,Heterosigma akashiwo CCMP3107,41.30051,-71.71543,1,,30.68,,,22-MAY-10,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_002561,1,0
MMETSP1381,Floge,Sheri,Pavlova sp.,CCMP459,27-NOV-12,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_003160,1,1
MMETSP1403,Worden,Alexandra,Micromonas pusilla,CCMP1723,,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,21,35,8.2,80,14,10,882,,36,0,,,,,12780,,,n/a,,,,,,,,27-JUN-90,,open Mediterranean Sea,Aquatic: marine,,CAM_SMPL_003075,0,0
MMETSP1428,Marchetti,Adrian,Skeletonema marinoi,UNC1201,31-JAN-09,Aquil,Standard Aquil with 100 uM EDTA,12,32,8.1,120,24,0,300,0,20,200,,1370,0,,1750,,0,N/A,48.816,-128.666,,,,,,,,,-select-,temperate open ocean mixed layer,CAM_SMPL_003077,,0
MMETSP0312,Keeling,Patrick,Compsopogon coeruleus,SAG 36.94,30-OCT-12,MiEB12:f/2(10:1),,22,2,8,550,12,12,978.3,68.1,71.3,0,,,,,3000,,,,,,,,,,,,,,,,CAM_SMPL_003167,,0
MMETSP1309,Wilson,Willie,Genus nov. species nov.,RCC998,15-JAN-12,K,,20,35,,30,12,12,,,,,,,,,,,,,-9.066666667,-136.9833333,100,,,,,02-NOV-04,,Pacific Ocean,Aquatic: marine,,CAM_SMPL_002932,0,0
MMETSP0114,Kim,Eunsoo,Goniomonas sp,m,25-DEC-10,ESM plus SW802,No modification,23,35,7.5,0,0,24,705,0,14,0,,,,,68,,,,46.5105,-63.4856,0,0,,20,,01-JUL-10,11:00 AM,Atlantic Ocean,Acquatic: marine,Sandy beach,CAM_SMPL_002408,1,0
MMETSP1354,Wilson,Willie,Erythrolobus madagascarensis,CCMP3276,15-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,118471.2,,,,43.6002,-23.1667,,,,,,23-APR-03,,Indian Ocean,,from a culture of Sphacelaria sp. obtained on Sargassum sp.,CAM_SMPL_003128,,0
MMETSP0313,Keeling,Patrick,Porphyridium aerugineum,SAG 1380-2,15-NOV-12,MiEB12,,22,0,8,550,12,12,989,75.7,75.7,0,,,,,1000,,,,,,,,,,,,,,Aquatic: freshwater,,CAM_SMPL_003168,,1
MMETSP0314,Keeling,Patrick,Rhodella maculata,CCMP736,15-SEP-12,f/2 seawater,,22,21,8,550,12,12,882,0,36.2,0,,,,,23000,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_003169,,1
MMETSP1096,Caron,David,Chrysochromulina ericina,CCMP281,08-NOV-11,Marine Media K,Added soil extract,18,36,8,300,12,12,,,,,,,,,,,,,49.6,-140.6166,,,,,,10-DEC-84,,North Pacific,,,CAM_SMPL_002635,,0
MMETSP1065,Armbrust,Virginia,Amphiprora paludosa,CCMP125,22-NOV-11,f/2,,13,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,41.525,-70.6736,,,,,,01-JAN-56,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003100,,
MMETSP0115,Kim,Eunsoo,Bicosoecid sp,ms1,10-MAR-11,ESM plus SW802,No modification,23,35,7.5,0,0,24,705,0,14,0,,,,,68,,,,46.5105,-63.4856,0,0,,20,,01-JUL-10,11:00 AM,Atlantic Ocean,Acquatic: marine,Sandy beach,CAM_SMPL_002409,1,0
MMETSP1356,Archibald,John,Hemiselmis viresens,PCC157,01-JUL-12,f/2-Si,,20,35,8,,12,12,882,0,26,0,,,,,115345,,,,,,,,,,,,,,,,CAM_SMPL_003129,,0
MMETSP0895_2,Cattolico,Rose Ann,Heterosigma akashiwo,CCMP 452,03-JUN-11,O-3 Medium doi:10.1016/0003-2697(78)90546-8,,10,30,7.33,0,12,12,7520,179,365,0,,7240000,,,12800000,,,,41,-73,,,,,,01-JAN-52,,Long Island Sound,Acquatic: marine,,CAM_SMPL_002723,0,1
MMETSP1384,Pawlowski,Jan,Ammonia sp.,,03-DEC-12,nonculturable,,20,30,8,,10,14,12,4,2,1,,,,,15,,,Bacteria and algae,,,,,,,,,,North Sea,Acquatic: marine,,CAM_SMPL_003162,0,0
MMETSP0853,Jenkins,Bethany,Pseudo-nitzschia fraudulenta,WWA7,10-AUG-10,f/2 enriched seawater,f/2 for all nutirents except the final concentration of sodium metasilicate was 10.6 uM,16,35,7.9,90,12,12,643,0,32,10.6,,,,,,750,,,34.0847,-119.05,1,,35,14,,27-MAR-10,06:30 AM,Pacific Ocean,Acquatic: marine,small cove with cobblestone/sand bottom,CAM_SMPL_002822,1,0
MMETSP0315,Keeling,Patrick,Rhodosorus marinus,UTEX LB 2760,10-NOV-12,Erdschreiber's Medium,,22,21,8,550,12,12,2300,0,67,0,,,,,23000,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_003170,,0
MMETSP0889,Gobler,Christopher,Pelagomonas calceolata,CCMP1756,19-AUG-11,GSe media,Ammonium in place of nitrate,22,32,7.8,6,12,12,0,100,4,0,8,1100,2,none,1004,400,0,none,30.8333,-136.8333,5,0,35,25,8.1,17-FEB-73,12:00 PM,Pacific Ocean,Acquatic: marine,open ocean mixed layer,CAM_SMPL_002714,,0
MMETSP0901_2,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,05-JUL-11,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM and nitrate, which was not added to the media (but was probably between 0 and 88.2 uM as the culture was started with a 1:10 dilution of a replete culture",14,35,8.2,120,14,10,88.2,0,36.2,106,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_002732,1,1
MMETSP1360,Armbrust,Virginia,Licmophora paradoxa,CCMP2313,20-DEC-11,f/2,,14,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200mg; biotin, 10mL; cyanocobalamin, 1mL",24.6634,,,,42.41915,-70.91349,,,,,,12-DEC-02,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003130,,0
MMETSP0463,McManus,George,Strombidinopsis sp,SopsisLIS2011,15-AUG-11,F/20,no Si,19,30,8,100,12,12,90,0,3.6,0,,,,,1000,,,Rhodomonas lens,41,-72,0,,,,,,,Atlantic Ocean,Acquatic: marine,Estuary/shelf,CAM_SMPL_002569,,0
MMETSP1385,Pawlowski,Jan,Elphidium margaritaceum,,06-DEC-12,non cultivable,,18,40,8,,12,12,12,4,2,1,,,,,15,,,Bacteria and diatoms,,,,,,,,,,English Channel,Acquatic: marine,,CAM_SMPL_003143,0,0
MMETSP0174,Beszteri,Bánk,Proboscia alata,PI-D3,26-MAY-11,modified f/2 amended seawater,Using trace metal solution after Morel et al. 1979. medium set up using trace metal clean conditions and procedures.,3,33.6,8.15,35,16,8,28,0.09,28.45,60,,11000,,,7.3,,,,-64.0038,-0.0025,,,,,,20-JAN-08,,Southern Ocean,Acquatic: marine,,CAM_SMPL_002451,1,0
MMETSP0324_2,Deschamps,Philippe,Crypthecodinium cohnii,Seligo,19-APR-11,"MLH (Tuttle & Loeblich, 1975)","Double Amount of vitamins, 10 g/L glucose",27,30,7.5,,0,24,0,3000,790,0,,,,,1800,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_003118,1,1
MMETSP1005,Rynearson,Tatiana,Ditylum brightwellii,GSO103,11-JAN-12,f/2 amended seawater,f/2 for all nutrients except no nitrate added,14,36,7.9,180,12,12,2,,36.2,106,,,,,,,,,49.654,-127.436,0.5,,,,,13-MAY-07,,Pacific Ocean,Acquatic: marine,Coastal Waters,CAM_SMPL_002584,1,1
MMETSP1081,Worden,Alexandra,Pyramimonas amylifera,CCMP720,01-DEC-10,K-Si amended natural seawater (Eastern Pacific),K for all nutrients except omitted silicate,21,35,8.2,80,14,10,882,50,10,0,,,,,,12766,,,50.36,-4.15,,,,,,01-JAN-61,,English Channel,Acquatic: marine,oceanic,CAM_SMPL_003102,,0
MMETSP1085,Worden,Alexandra,Pycnococcus sp,CCMP1998,09-DEC-11,f/2 amended seawater,silicate omitted,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,,20.7722,-63.0368,125,,,,,31-AUG-98,,Sargasso Sea,Acquatic: marine,oceanic,CAM_SMPL_003089,,0
MMETSP1097,Caron,David,Pseudopedinella elastica,CCMP716,19-DEC-11,Marine Media K,No silica,18,36,8,300,12,12,,,,,,,,,,,,,43,-68,1,,36,18,,30-SEP-88,,Gulf of Maine,,,CAM_SMPL_002636,,0
MMETSP1361,Armbrust,Virginia,Staurosira complex sp.,CCMP2646,23-DEC-11,L1,,20,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200mg; biotin, 10mL; cyanocobalamin, 1mL",24.5712,,,,-36.5062,-73.1225,92.6,,,,,15-FEB-05,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003131,,0
MMETSP1362,Armbrust,Virginia,Leptocylindrus danicus,CCMP1856,05-FEB-12,L1,,20,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200mg; biotin, 10mL; cyanocobalamin, 1mL",24.5712,,,,25,-90,,,,,,25-FEB-97,,Gulf of Mexico,Acquatic: marine,,CAM_SMPL_003132,,0
MMETSP0005,Caron,David,Ochromonas sp.,CCMP1393,04-FEB-11,marine media K,plus soil exract,18,35,8,150,0,24,,,,,,,,,,,,,38.702,-72.3667,22.5,,35,20.5,,11-JUL-80,,Atlantic Ocean,,,CAM_SMPL_002332,,0
MMETSP1386,Worden,Alexandra,Micromonas sp.,NEPCC29,07-DEC-11,f/2-Si amended artificial seawater,no silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,,49.25,-123.1,,,,,,,,OTHER,Acquatic: marine,,CAM_SMPL_003144,,0
MMETSP1387,Worden,Alexandra,Micromonas sp.,RCC472,07-DEC-11,f/2-Si amended artificial seawater,no silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,,8.5,-78.22,,,,,,01-MAR-97,,,Acquatic: marine,,CAM_SMPL_003145,,0
MMETSP0942,Simpson,Alastair,Cafeteria roenbergensis,E4-10,31-MAY-11,"artificial seawater: NaCl (24.72 g/L), KCl (6.7 g/L), CaCl2 (1.03 g/L), MgCl2 (2.18 g/L), MgSO4 (3.07 g/L), NaHCO3 (0.18 g/L)",,22,32,8.4,0,,,0,0,0,0,,,,,0,,,Enterobacter aerogenes,44.7,-124.2,60,,,,,01-APR-90,,Pacific Ocean,Aquatic: marine,Coastal (5km from shore); photic zone,CAM_SMPL_002772,1,0
MMETSP0492,Rynearson,Tatiana,Thalassiosira gravida,GMp14c1,20-OCT-12,F/2 amended seawater,f/2 for all nutrients,14,35,8.3,178,12,12,882,100,36.2,106,,,,,24.5,,,,41.92732,-67.85788,10,,,,,10-APR-11,,Atlantic Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003119,1,0
MMETSP0409,Menden-Deuer,Susanne,Heterosigma akashiwo,CCMP3107,16-AUG-11,f/2-Si amended seawater,f/2 for all nutrients except eliminate Si,15,29.4,,75,12,12,882,,36.2,106,,,,,,,,,52.5758,-128.5003,0.5,,,,,15-SEP-08,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_002556,1,0
MMETSP1094,Caron,David,Chrysochromulina brevifilum,UTEX LB 985,05-JAN-12,Marine Media,,18,36,8,300,12,12,,,,,,,,,,,,,49.35,4.9,,,,,,17-NOV-60,,English Channel,,,CAM_SMPL_003090,,0
MMETSP0973,Jenkins,Bethany,Thalassiosira oceanica,CCMP1005,19-JUN-11,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM and nitrate, which was not added to the media (but was probably between 0 and 88.2 uM as the culture was started with a 1:10 dilution of a replete culture",25,35,8.2,120,14,10,88.2,0,36.2,106,,400,,,1093.8,,,,33.1833,-65.25,,,36.32,22.7,,11-DEC-58,,Sargasso Sea,,,CAM_SMPL_002702,1,1
MMETSP1363,Dyhrman/Juhl,Sonya/Andrew,Gephyrocapsa oceanica,RCC1303,27-JUN-12,L/25,"L/25 for trace metals and vitamins, N added at L/10 and P added at ~L/15",18,32,8.3,100,14,10,100,0,6,0,,,,,40,400,0,,,,,,,,,,,,,,CAM_SMPL_003133,,0
MMETSP0004_2,Caron,David,Ochromonas sp.,CCMP1393,16-NOV-11,marine media K,plus soil exract,18,35,8,150,12,12,,,,,,,,,,,,,38.702,-72.3667,22.5,,35,20.5,,11-JUL-80,,Atlantic Ocean,,,CAM_SMPL_002331,,0
MMETSP1388,Worden,Alexandra,Isochrysis sp,CCMP1244,09-DEC-11,K amended artificial sea water,silicate omitted,21,35,35,8.2,30,14,10,882,50,10,0,,,,12766,,,,38.3048,-69.6192,0,,,,,01-JUN-81,,North Atlantic,Acquatic: marine,oceanic,CAM_SMPL_003146,0,0
MMETSP1389,Worden,Alexandra,Rhodomonas sp.,CCMP768,07-DEC-11,f/2-Si amended natural seawater,no silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,,-39,176,,,,,,01-JAN-83,,,Acquatic: marine,,CAM_SMPL_003147,,0
MMETSP0140_2,Smith,G Jason,Pseudo-nitzschia australis,10249 10 AB,04-AUG-11,0.2u filtered Monterey Bay seawater with ES enrichments lacking N- source which is applied in experiment specific manner,"Continuous culture with dilution rate set to 0.29/d, NH4 as N source",15,33,8.2,250,24,0,0,60,36.7,105.6,,6560,,,2687,,0,,36.60369,-121.88927,5,0,33,15,,06-SEP-10,10:00 AM,Pacific Ocean,Acquatic: marine,"coastal ocean bay, near small boat harbor",CAM_SMPL_002418,1,0
MMETSP0493,Rynearson,Tatiana,Thalassiosira gravida,GMp14c1,02-NOV-12,F/2 amended seawater,"f/2 for all nutrients except nitrate, which was added at 10 uM",14,35,8.3,178,12,12,10,100,36.2,106,,,,,24.5,,,,41.92732,-67.85788,10,,,,,10-APR-11,,Atlantic Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003120,1,0
MMETSP0884,Gobler,Christopher,Pelagococcus subviridis,CCMP1429,25-SEP-11,GSe media,Ammonium in place of nitrate,15,32,7.8,80,12,12,0,80,0.2,0,8,1100,2,none,1004,400,0,none,49.9166,-145.1166,0,0,32.6,6,8.1,01-MAY-72,12:00 PM,Pacific Ocean,Acquatic: marine,open ocean mixed layer,CAM_SMPL_002851,,0
MMETSP1098,Caron,David,Spumella elongata,CCAP 955/1,25-MAR-12,DY-V,Nutritional yeast,18,0,8,300,12,12,,,,,,,,,,,,,52.2333,0.08333,,,0,,,01-JAN-72,,"Girton, Cambridgeshire",,,CAM_SMPL_003091,,0
MMETSP1074,Menden-Deuer,Susanne,Ceratium fusus,PA161109,16-NOV-11,f/2-Si amended seawater,f/2 for all nutrients except eliminate Si,15,29.4,,120,12,12,882,,36.2,10,,,,,,,,,41.57083,-71.40517,5,,27.87,11.3,,16-NOV-10,07:00 AM,OTHER,Acquatic: marine,Estuary,CAM_SMPL_002648,1,0
MMETSP1364,Dyhrman/Juhl,Sonya/Andrew,Gephyrocapsa oceanica,RCC1303,15-JUL-12,L/25,"L/25 for trace metals and vitamins, N added at L/10 and P added at ~L/15",18,32,7.8,100,14,10,100,0,6,0,,,,,40,750,,,,,,,,,,,,,,,CAM_SMPL_003134,,0
MMETSP1365,Dyhrman/Juhl,Sonya/Andrew,Gephyrocapsa oceanica,RCC1303,27-JUN-12,L/25,"L/25 for trace metals and vitamins, N added at L/20 and P added at ~L/15",18,32,8.3,100,14,10,43,0,6,0,,,,,40,400,,,,,,,,,,,,,,,CAM_SMPL_003135,,0
MMETSP1330,Vaulot,Daniel,Picochlorum sp.,RCC944,15-JAN-12,K,,20,35,,100,12,12,,,,,,,,,,,,,-34.53333333,-72.41666667,0,,,,,09-DEC-04,,Pacific Ocean,Aquatic: marine,,CAM_SMPL_002911,0,0
MMETSP1390,Worden,Alexandra,Micromonas sp.,CCMP2099,09-NOV-10,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,12.5,35,8.2,80,14,10,882,,36,0,,,,,12780,,,,76.2833,-74.75,55,,,,,07-APR-98,,Arctic,Acquatic: marine,,CAM_SMPL_003148,,0
MMETSP1161,Wilson,Willie,Picochlorum oklahomensis,CCMP2329,10-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,36.75,-98.2,,,,,,11-DEC-59,,,,,CAM_SMPL_002955,,
MMETSP1162,Wilson,Willie,Phaeocystis Sp,CCMP2710,15-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,23.5643,58.853,,,,,,,,Arabian Sea,,,CAM_SMPL_002956,,0
MMETSP1437,Preston,Mike,Eucampia antarctica,CCMP1452,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-77.8333,163,25,,30,0,7.9,02-JAN-91,,Ross Sea,Acquatic: marine,ice edge 25M,CAM_SMPL_003285,1,
MMETSP1066,Armbrust,Virginia,Coscinodiscus wailesii,CCMP2513,22-NOV-11,f/2,,20,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,31.4322,-80.358,,,,,,27-AUG-03,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_002625,1,0
MMETSP1449,Preston,Mike,Attheya septentrionalis,CCMP2084,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,77.8136,-76.3697,10,,30,2,7.9,10-JUN-98,,Baffin Bay,Acquatic: marine,,CAM_SMPL_003303,1,0
MMETSP1450,Preston,Mike,Madagascaria erythrocladiodes,CCMP3234,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-13.3836,48.3388,10,,30,20,7.9,27-MAY-04,,Indian Ocean,Acquatic: marine,,CAM_SMPL_003304,1,0
MMETSP0752,Smith,Sarah,Chaetoceros neogracile,CCMP1317,01-DEC-11,NEPC,"NEPC for all nutrients except silicate, which was not added",20,30,8,200,24,0,0.55,0,0.01,0,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002760,1,0
MMETSP1464,Preston,Mike,Exanthemachrysis gayraliae,RCC1523,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,,,10,,30,20,7.9,01-JAN-70,,,Acquatic: marine,,CAM_SMPL_003313,1,0
MMETSP1465,Preston,Mike,Phaeocystis cordata,RCC1383,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,40.9,14.15,10,,30,20,7.9,01-MAR-91,,Mediterranean Sea,Acquatic: marine,,CAM_SMPL_003314,1,
MMETSP1164,Wilson,Willie,Chrysoreinhardia sp,CCMP2950,10-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,24,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,,,,,,,,,,Pacific Ocean,,,CAM_SMPL_002867,,0
MMETSP1165,Wilson,Willie,Chrysocystis fragilis,CCMP3189,10-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,24,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,13.5,144.75,,,,,,19-AUG-07,,Pacific Ocean,,,CAM_SMPL_002868,,0
MMETSP1474,Preston,Mike,Imantonia sp.,RCC918,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-31.35,-78.1,10,,30,20,7.9,01-NOV-04,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003299,1,
MMETSP1475,Preston,Mike,Unidentified sp.,CCMP1999,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,21.102,-157.06,10,,30,20,7.9,11-APR-97,,Pacific Ocean,Acquatic: marine,Tidepool,CAM_SMPL_003300,1,0
MMETSP1326,Wilson,Willie,Genus nov. species nov.,RCC2288,15-JAN-12,K/2,,4,35,,100,12,12,,,,,,,,,,,,,70.5,-135.5,0,,,,,14-JUL-09,,Arctic Ocean,Aquatic: marine,,CAM_SMPL_002891,0,0
MMETSP0975,Lovejoy,Connie,non described non described,CCMP2097,31-AUG-11,L1-Si amended sea water,antibiotics final concentrations: penicilin: 25mg/L; neomycin 20mg/L; kanamycin 20mg/L; NO3 replaced by urea,6,36,8.3,100,24,0,0,0,36,0,,,,,24571,,441,,77.0014,-77.2383,0,,,,,15-JUN-98,,Baffin Bay,Aquatic: marine,Sea Ice Arctic,CAM_SMPL_002581,,1
MMETSP0090,Dyhrman/Juhl,Sonya/Andrew,Chaetoceros affinis,CCMP159,14-OCT-11,L1,16N:1P,18,32,8.3,100,14,10,5,0,36,0,,,,,1000,400,,,,,,,,,,,,,,,CAM_SMPL_003277,1,0
MMETSP0754,Smith,Sarah,Chaetoceros neogracile,CCMP1317,01-DEC-11,NEPC,NEPC for all nutrients + 2.5mg L-1 of the microtubule inhibitor nocodazole,20,30,8,200,24,0,0.55,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002770,1,0
MMETSP1322,Vaulot,Daniel,Minutocellus polymorphus,RCC2270,15-JAN-12,K/2+Si,,4,35,,100,12,12,,,,,,,,,,,,,71.18333333,-159.4166667,0,,,,,12-JUL-09,,Arctic Ocean,Aquatic: marine,,CAM_SMPL_002880,0,0
MMETSP0447,Katz,Laura,Stygamoeba regulata,BSH-02190019,,,,,,,,,,,,,,,,,,,,,,37.26598,-76.38467,0,0,,,,,,Atlantic Ocean,Acquatic: marine,salt marsh,CAM_SMPL_002576,0,0
MMETSP0758,Simpson,Alastair,Percolomonas cosmopolitus,AE-1 (ATCC 50343),02-JUN-11,"artificial seawater: NaCl (24.72 g/L), KCl (6.7 g/L), CaCl2 (1.03 g/L), MgCl2 (2.18 g/L), MgSO4 (3.07 g/L), NaHCO3 (0.18 g/L)",,22,32,8.4,0,,,0,0,0,0,,,,,0,,,Enterobacter aerogenes,,,,,,,,,,,Other,"Isolated from a Marine Aquarium in Rockville, MD, USA",CAM_SMPL_002771,,0
