,SampleName,Run.x,Phylum,Input.Reads,Surviving.Reads,Percent.Surviving,n_seqs.x,smallest.x,largest.x,n_bases.x,mean_len.x,n_under_200.x,n_over_1k.x,n_over_10k.x,n_with_orf.x,mean_orf_percent.x,n90.x,n70.x,n50.x,n30.x,n10.x,gc.x,gc_skew.x,at_skew.x,cpg_ratio.x,linguistic_complexity.x,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score.x,optimal_score.x,cutoff.x,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,Complete_eukaryotic,Fragmented_eukaryotic,Missing_eukaryotic,Total_eukaryotic,Complete_eukaryotic_BUSCO_perc,Complete_protist,Fragmented_protist,Missing_protist,Total_protist,Complete_protist_BUSCO_perc,Unique_kmers_assembly,num_reads_kept_diginorm,total_reads_before_diginorm,perc_kept_diginorm,proportion_kept_diginorm,num_kmers_reads_diginorm,fp_rate_diginorm
41,MMETSP0086,SRR1296843,Unknown,15989906,15955700,99.79,30668,201,17964,15795935,515.06244,0,3137,2,8587,87.63918,244,377,640,1122,2282,0.50592,0.0102,0.0055,1.85754,0.10372,15955700,14092574,0.88323,12857217,0.80581,1235357,14302,703037,0.04451,7132,0.23256,1239,0.0404,23477,0.76552,1471,0.04797,0.31369,0.39716,0.12432,19341,19341,0.63066,0.96061,14648,0.72753,7638,0.37936,6833,0.33938,5752,0.28569,5140,0.25529,4342,0.21566,0.33093,109,68,126,303,0.359735974,93,25,116,234,0.397435897,14021684,9942356,31944050,31.10%,0.311,60589012,0
42,MMETSP0087,SRR1296727,Unknown,30039807,29999030,99.86,51229,201,13842,44021004,859.29852,0,14028,45,26399,88.46954,352,799,1309,2021,3989,0.5107,0.00732,0.00937,1.85014,0.15622,29999030,27660018,0.92203,24679765,0.82269,2980253,38124,1732035,0.03935,14825,0.28939,1731,0.03379,30625,0.59781,3029,0.05913,0.35475,0.49709,0.5123,36095,36095,0.70458,0.97906,26574,0.72081,13828,0.37508,12374,0.33564,10610,0.28779,9663,0.2621,8219,0.22294,0.32358,256,23,24,303,0.844884488,200,16,18,234,0.854700855,40376230,24769069,60038788,41.30%,0.413,107614623,0
43,MMETSP0088,SRR1294448,Bacillariophyta,2755709,2754768,99.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47,218,303,0.125412541,45,21,168,234,0.192307692,1636238,NA,NA,NA,NA,NA,NA
44,MMETSP0088,SRR1294447,Bacillariophyta,2795278,2794290,99.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47,218,303,0.125412541,45,21,168,234,0.192307692,1636238,NA,NA,NA,NA,NA,NA
45,MMETSP0088,SRR1294445,Bacillariophyta,4868240,4861869,99.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47,218,303,0.125412541,45,21,168,234,0.192307692,1636238,NA,NA,NA,NA,NA,NA
46,MMETSP0088,SRR1294446,Bacillariophyta,2770217,2769321,99.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47,218,303,0.125412541,45,21,168,234,0.192307692,1636238,NA,NA,NA,NA,NA,NA
47,MMETSP0090,SRR1296974,Bacillariophyta,24667955,24641427,99.89,27381,201,11842,25465578,930.04558,0,9137,2,14464,80.0673,397,912,1420,2056,3394,0.41798,0.01252,0.01051,1.72693,0.17052,24641427,23210999,0.94195,21179873,0.85952,2031126,19685,1227830,0.04822,10484,0.38289,1730,0.06318,12777,0.46664,1904,0.06954,0.34558,0.4744,0.41993,22133,22133,0.80833,1.39711,13189,0.83253,6973,0.44016,6319,0.39888,5547,0.35015,5113,0.32275,4528,0.28582,0.45086,233,31,39,303,0.768976898,192,17,25,234,0.820512821,18728525,NA,NA,NA,NA,NA,NA
48,MMETSP0091,SRR1296975,Bacillariophyta,20431915,20403155,99.86,25981,201,5278,17491685,673.24911,0,5465,0,11442,80.36516,300,611,944,1314,1985,0.42046,0.01851,0.01464,1.72472,0.13464,20403155,18561128,0.90972,16516417,0.8095,2044711,16417,907182,0.05186,9246,0.35588,1826,0.07028,10251,0.39456,3449,0.13275,0.24745,0.34897,0.04424,22057,22057,0.84897,1.19285,15055,0.81418,7771,0.42026,7217,0.3903,6380,0.34503,5954,0.32199,5372,0.29052,0.43537,153,87,63,303,0.504950495,127,42,65,234,0.542735043,12174874,NA,NA,NA,NA,NA,NA
49,MMETSP0092,SRR1294451,Bacillariophyta,2743072,2740417,99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,217,303,0.141914191,50,21,163,234,0.213675214,4022670,NA,NA,NA,NA,NA,NA
50,MMETSP0092,SRR1294449,Bacillariophyta,3403412,3397289,99.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,217,303,0.141914191,50,21,163,234,0.213675214,4022670,NA,NA,NA,NA,NA,NA
51,MMETSP0092,SRR1294450,Bacillariophyta,2772859,2770170,99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,217,303,0.141914191,50,21,163,234,0.213675214,4022670,NA,NA,NA,NA,NA,NA
52,MMETSP0092,SRR1294452,Bacillariophyta,2786545,2784143,99.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,217,303,0.141914191,50,21,163,234,0.213675214,4022670,NA,NA,NA,NA,NA,NA
53,MMETSP0092,SRR1294453,Bacillariophyta,2845946,2843499,99.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,217,303,0.141914191,50,21,163,234,0.213675214,4022670,NA,NA,NA,NA,NA,NA
54,MMETSP0093,SRR1296895,Dinophyta,24216257,24188855,99.89,110519,201,5970,70719010,639.88102,0,21128,0,52863,94.70821,285,557,901,1296,1952,0.66147,0.00693,0.00214,2.03733,0.1211,24188855,20859930,0.86238,16953784,0.70089,3906146,57147,1279135,0.01809,26492,0.23971,2054,0.01859,73660,0.66649,3767,0.03408,0.32403,0.44564,0.45843,70282,70282,0.63593,0.92602,55827,0.73556,28535,0.37597,25881,0.341,22857,0.30116,21143,0.27857,18752,0.24707,0.34892,215,37,51,303,0.709570957,164,36,34,234,0.700854701,71410898,33995110,48405065,70.20%,0.702,164078928,0.001
55,MMETSP0095,SRR1296896,Dinophyta,28871474,28838250,99.88,112256,201,7883,77357717,689.11877,0,25158,0,56136,94.64937,296,624,1011,1439,2160,0.66413,0.00681,0.0021,2.04291,0.12735,28838250,25231569,0.87493,20874895,0.72386,4356674,60888,1350637,0.01746,28423,0.2532,2020,0.01799,69175,0.61623,4277,0.0381,0.34892,0.46721,0.49334,73564,73564,0.65532,0.89895,57794,0.70624,29446,0.35983,26660,0.32579,23488,0.28702,21814,0.26657,19348,0.23643,0.33761,225,29,49,303,0.742574257,172,35,27,234,0.735042735,73796399,38974033,57709612,67.50%,0.675,173000047,0.001
56,MMETSP0096,SRR1296897,Dinophyta,23523548,23496034,99.88,109825,201,8249,72898951,663.77374,0,22586,0,53437,95.02742,289,583,959,1386,2108,0.66574,0.00707,0.0024,2.04296,0.12333,23496034,20495729,0.87231,16747642,0.71279,3748087,60420,1248564,0.01713,27806,0.25318,1856,0.0169,75722,0.68948,3267,0.02975,0.33417,0.4598,0.47771,67789,67789,0.61725,0.91696,52225,0.70643,26774,0.36216,23974,0.32429,20783,0.28112,19093,0.25826,16712,0.22606,0.33432,216,37,50,303,0.712871287,163,37,34,234,0.696581197,74778760,27406,27414,100.00%,1,789787,0
57,MMETSP0097,SRR1296898,Dinophyta,33579814,33542471,99.89,116587,201,8308,83231241,713.89813,0,28224,0,59604,94.31113,301,667,1066,1495,2225,0.66536,0.00615,0.00235,2.05006,0.1306,33542471,29692656,0.88523,24983331,0.74483,4709325,64580,1833351,0.02203,30673,0.26309,2694,0.02311,65028,0.55776,4983,0.04274,0.35734,0.48602,0.4711,80340,80340,0.6891,0.90344,62521,0.70306,31844,0.35809,28883,0.32479,25413,0.28577,23542,0.26473,20816,0.23408,0.33263,222,33,48,303,0.732673267,170,40,24,234,0.726495726,79964232,44254751,67122238,65.90%,0.659,188186632,0.001
58,MMETSP0098,SRR1296996,Unknown,32626576,32510207,99.64,45351,201,24189,49304223,1087.16948,0,13137,139,16136,62.12244,365,1199,2393,3874,6704,0.4474,0.01245,0.00196,1.83343,0.17892,32510207,30803680,0.94751,29089712,0.89479,1713968,12783,5301039,0.10752,17879,0.39424,5903,0.13016,33966,0.74896,3966,0.08745,0.34134,0.51124,0.0319,19441,19441,0.42868,1.25515,11847,0.76487,5946,0.38389,5670,0.36607,5305,0.3425,5121,0.33062,4771,0.30803,0.4335,282,9,12,303,0.930693069,219,8,7,234,0.935897436,33789397,8387862,65136750,12.90%,0.129,102453302,0
59,MMETSP0099,SRR1296837,Unknown,27720249,27719619,100,17555,201,8484,14999408,854.4237,0,5303,0,8178,70.91676,367,817,1294,1853,2874,0.463,0.01763,0.00096,1.88852,0.16497,27719619,26859844,0.96898,25607627,0.92381,1252217,8894,387155,0.02581,4243,0.2417,534,0.03042,9541,0.54349,2069,0.11786,0.39942,0.4707,0.04368,11975,11975,0.68214,1.01768,9668,0.82162,5006,0.42543,4677,0.39747,4225,0.35905,3972,0.33755,3479,0.29566,0.38744,196,43,64,303,0.646864686,138,28,68,234,0.58974359,14048484,11452867,55439818,20.70%,0.207,56284153,0
60,MMETSP0100,SRR1296838,Unknown,27413729,27309018,99.62,20798,201,8463,19944433,958.95918,0,7100,0,9957,68.19959,394,970,1554,2221,3432,0.46124,0.01705,0.0026,1.88769,0.17927,27309018,26417967,0.96737,25126876,0.92009,1291091,10758,496837,0.02491,5782,0.27801,709,0.03409,10738,0.5163,2626,0.12626,0.39311,0.46817,0.04415,14564,14564,0.70026,0.99406,11272,0.76937,5900,0.4027,5397,0.36837,4757,0.32469,4436,0.30278,3868,0.26401,0.3612,229,36,38,303,0.755775578,158,26,50,234,0.675213675,18202923,13548859,54722665,24.80%,0.248,59553295,0
61,MMETSP0101,SRR1296726,Ochrophyta,40555230,40496841,99.86,54783,201,12760,41534413,758.16244,0,12544,6,23229,83.33565,306,671,1173,1829,3360,0.40152,0.01531,0.00996,1.8078,0.13571,40496841,37005879,0.9138,32988360,0.81459,4017519,33574,2091092,0.05035,18574,0.33905,2185,0.03988,33118,0.60453,3273,0.05974,0.33038,0.46243,0.44672,35034,35034,0.6395,0.95886,23889,0.65383,11864,0.32471,10230,0.27999,8468,0.23177,7617,0.20847,6301,0.17246,0.26569,200,52,51,303,0.660066007,165,37,32,234,0.705128205,30251499,25355099,81052034,31.30%,0.313,114883391,0
62,MMETSP0102,SRR1296725,Ochrophyta,20003253,19963623,99.8,35999,201,25758,27980715,777.26367,0,7991,36,16002,88.37228,311,682,1198,1961,4106,0.39189,0.01991,0.01235,1.62644,0.13654,19963623,18083057,0.9058,15835123,0.7932,2247934,22028,964192,0.03446,11134,0.30929,1041,0.02892,22393,0.62205,1658,0.04606,0.33598,0.48061,0.50853,23206,23206,0.64463,0.9323,16293,0.65457,8155,0.32763,6972,0.2801,5752,0.23109,5158,0.20722,4357,0.17504,0.25251,124,53,126,303,0.409240924,111,27,96,234,0.474358974,22235523,17024882,39966761,42.60%,0.426,79811299,0
63,MMETSP0103,SRR1296728,Ochrophyta,19545981,19508856,99.81,38037,201,11143,31427232,826.22794,0,9638,3,18054,84.56375,334,747,1298,2090,3773,0.49847,0.00929,0.00129,1.97962,0.15397,19508856,18513011,0.94895,17056470,0.87429,1456541,21419,856405,0.02725,11162,0.29345,949,0.02495,26763,0.7036,1203,0.03163,0.442,0.561,0.53629,20391,20391,0.53608,0.97434,14400,0.68807,7289,0.34829,6522,0.31164,5670,0.27093,5199,0.24842,4560,0.21789,0.28852,206,57,40,303,0.679867987,167,30,37,234,0.713675214,31093513,16905047,39054796,43.30%,0.433,78065900,0
64,MMETSP0104,SRR1296729,Ochrophyta,21464994,21423873,99.81,29752,201,14942,28457307,956.48383,0,9339,13,15358,82.44825,383,934,1548,2392,4238,0.472,0.00894,0.00278,1.83938,0.1749,21423873,20409210,0.95264,18989402,0.88637,1419808,17127,1140726,0.04009,9115,0.30637,1119,0.03761,18127,0.60927,1268,0.04262,0.4325,0.55788,0.50448,20074,20074,0.67471,0.99102,14001,0.6912,7014,0.34627,6200,0.30608,5358,0.26451,4925,0.24314,4305,0.21253,0.28332,201,51,51,303,0.663366337,163,23,48,234,0.696581197,26489549,17095797,42888847,39.90%,0.399,75443162,0
65,MMETSP0105,SRR1294413,Sarcomastigophora,20690432,20664784,99.88,37731,201,10961,31177205,826.30211,0,10096,1,17987,85.50894,323,782,1364,2056,3580,0.59407,0.00678,0.0036,2.1078,0.15264,20664784,18427514,0.89174,15347813,0.7427,3079701,16975,1683428,0.054,14101,0.37372,2012,0.05332,25514,0.67621,1463,0.03877,0.28366,0.4038,0.44764,25289,25289,0.67024,1.20281,18559,0.88271,9629,0.45798,8993,0.42773,8122,0.3863,7762,0.36918,7358,0.34996,0.45581,241,41,21,303,0.795379538,170,25,39,234,0.726495726,24265229,20211329,41354718,48.90%,0.489,135159353,0
66,MMETSP0106,SRR1296844,Sarcomastigophora,24389914,24348363,99.83,36426,201,19263,35139471,964.68102,0,11367,45,19525,86.02511,380,950,1586,2495,4752,0.59913,0.00541,0.0038,2.0919,0.16981,24348363,23041929,0.94634,21318423,0.87556,1723506,21395,2361645,0.06721,12064,0.33119,2791,0.07662,22245,0.61069,1414,0.03882,0.34669,0.56891,0.55502,28581,28581,0.78463,1.08134,18785,0.71072,9678,0.36616,8510,0.32197,7148,0.27044,6469,0.24475,5525,0.20903,0.30423,243,37,23,303,0.801980198,178,25,31,234,0.760683761,24148252,20194369,48738051,41.40%,0.414,85895373,0
67,MMETSP0107,SRR1296845,Cryptophyta,35380827,35319421,99.83,66173,201,9320,40133200,606.48905,0,10440,0,28545,88.4566,281,516,804,1164,1847,0.57606,0.00924,0.00736,1.94298,0.12213,35319421,31211146,0.88368,26286964,0.74426,4924182,40685,1849793,0.04609,25027,0.37821,3284,0.04963,36744,0.55527,6525,0.09861,0.23494,0.33986,0.41174,48092,48092,0.72676,0.9453,33266,0.65388,16525,0.32482,14166,0.27845,11450,0.22506,10002,0.1966,8157,0.16033,0.28034,193,81,29,303,0.636963696,124,55,55,234,0.52991453,31964242,24966354,70699528,35.30%,0.353,122158380,0
68,MMETSP0108,SRR1296724,Cryptophyta,38095096,38043265,99.86,76291,201,13445,49929892,654.46635,0,13555,9,33885,84.64768,291,563,891,1320,2314,0.58698,0.00945,0.00758,2.00435,0.12682,38043265,33842307,0.88957,29058975,0.76384,4783332,46154,2654949,0.05317,29807,0.3907,4234,0.0555,43874,0.57509,7986,0.10468,0.24896,0.34811,0.1733,56370,56370,0.73888,0.96826,37645,0.64662,18728,0.32169,16225,0.27869,13160,0.22605,11574,0.1988,9413,0.16169,0.28002,226,56,21,303,0.745874587,151,45,38,234,0.645299145,45443674,29072208,76138260,38.20%,0.382,146189891,0
69,MMETSP0109,SRR1296735,Cercozoa,38546139,38541328,99.99,35061,201,25387,37773454,1077.36385,0,14978,16,21445,82.23774,504,1105,1570,2146,3609,0.51182,0.00565,-0.01026,1.98845,0.19679,38541328,36724699,0.95287,34167714,0.88652,2556985,23363,1704246,0.04512,12266,0.34985,1717,0.04897,14043,0.40053,1947,0.05553,0.40508,0.59065,0.48563,28615,28615,0.81615,0.93983,20428,0.67094,10186,0.33455,9319,0.30607,8277,0.27185,7738,0.25415,6658,0.21868,0.30243,258,19,26,303,0.851485149,185,26,23,234,0.790598291,29201255,25961284,77087437,33.70%,0.337,107896684,0
70,MMETSP0110,SRR1296947,Cercozoa,24445276,24444742,100,24631,201,16306,25911793,1051.99923,0,9685,17,14981,86.19567,475,1057,1568,2250,3892,0.42519,0.01525,0.01427,1.89113,0.1912,24444742,23491820,0.96102,21995425,0.8998,1496395,14585,1067052,0.04118,5975,0.24258,860,0.03492,12759,0.51801,818,0.03321,0.47488,0.6141,0.43026,2363,2363,0.70181,0.12963,1986,0.10895,1010,0.05541,969,0.05316,920,0.05047,894,0.04904,840,0.04608,0.05167,254,18,31,303,0.838283828,192,18,24,234,0.820512821,3100891,NA,NA,NA,NA,NA,NA
71,MMETSP0111,SRR1296948,Cercozoa,23497990,23496708,99.99,39306,201,25909,31418592,799.33323,0,10802,10,18116,81.43636,324,774,1233,1760,2978,0.52313,0.00866,0.00655,2.00695,0.153,23496708,21959359,0.93457,20165941,0.85825,1793418,23173,1329580,0.04232,10734,0.27309,1286,0.03272,24796,0.63085,1811,0.04607,0.39609,0.51025,0.44978,24505,24505,0.62344,1.00889,18771,0.77282,9463,0.3896,8782,0.36156,7967,0.32801,7564,0.31142,6742,0.27757,0.35541,213,40,50,303,0.702970297,176,24,34,234,0.752136752,24477830,NA,NA,NA,NA,NA,NA
72,MMETSP0112,SRR1296949,Cercozoa,24008927,24008387,100,23258,201,22216,20469019,880.08509,0,7238,10,10910,79.8086,352,884,1383,1978,3384,0.52191,0.00836,0.0035,2.00825,0.16433,24008387,22808568,0.95003,21307619,0.88751,1500949,13409,886736,0.04332,6559,0.28201,730,0.03139,13116,0.56393,1464,0.06295,0.40874,0.52846,0.44851,14994,14994,0.64468,0.97149,11662,0.7556,5865,0.38001,5467,0.35422,4958,0.32124,4674,0.30284,4090,0.265,0.34603,137,34,132,303,0.452145215,112,16,106,234,0.478632479,14798995,NA,NA,NA,NA,NA,NA
73,MMETSP0113,SRR1296950,Cercozoa,21741448,21717660,99.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2091,2091,0.87526,0.10142,1335,0.06475,631,0.03061,489,0.02372,360,0.01746,307,0.01489,232,0.01125,0.03222,156,70,77,303,0.514851485,107,32,95,234,0.457264957,1852838,9149708,17084772,53.60%,0.536,45970021,0
74,MMETSP0114,SRR1296711,Cryptophyta,30863126,30819993,99.86,36363,201,19378,27350639,752.15574,0,8140,17,16429,90.79959,302,664,1164,1846,3404,0.57884,0.00735,0.00472,1.95435,0.13981,30819993,29085423,0.94372,26820949,0.87025,2264474,17082,865696,0.03165,8273,0.22751,1075,0.02956,25390,0.69824,1254,0.03449,0.40673,0.59028,0.54195,20354,20354,0.55974,1.0309,15796,0.80004,8150,0.41278,7506,0.38017,6692,0.33894,6265,0.31731,5626,0.28495,0.34859,166,44,93,303,0.547854785,132,29,73,234,0.564102564,26034435,17110040,61682960,27.70%,0.277,90931030,0
75,MMETSP0115,SRR1294383,Bicosoecida,5750254,5743386,99.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,61,119,303,0.405940594,96,42,96,234,0.41025641,21852916,NA,NA,NA,NA,NA,NA
76,MMETSP0115,SRR1294380,Bicosoecida,5598230,5591639,99.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,61,119,303,0.405940594,96,42,96,234,0.41025641,21852916,NA,NA,NA,NA,NA,NA
77,MMETSP0115,SRR1294381,Bicosoecida,5619178,5612354,99.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,61,119,303,0.405940594,96,42,96,234,0.41025641,21852916,NA,NA,NA,NA,NA,NA
78,MMETSP0115,SRR1294382,Bicosoecida,5734028,5727042,99.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,61,119,303,0.405940594,96,42,96,234,0.41025641,21852916,NA,NA,NA,NA,NA,NA
79,MMETSP0116,SRR1296839,Dinophyta,23496216,23459230,99.84,128413,201,11739,82201259,640.13191,0,23458,2,55952,93.32727,278,534,919,1411,2299,0.62508,0.00505,0.00181,2.26354,0.12126,23459230,19856866,0.84644,16273310,0.69368,3583556,71561,1466623,0.01784,31748,0.24723,2332,0.01816,92611,0.7212,3184,0.02479,0.30019,0.4501,0.52489,74096,74096,0.57701,0.94457,57041,0.72716,29260,0.373,25970,0.33106,22372,0.2852,20522,0.26161,18127,0.23108,0.32412,212,46,45,303,0.699669967,166,35,33,234,0.709401709,67898230,37916799,46955354,80.80%,0.808,205002439,0.001
80,MMETSP0117,SRR1296941,Dinophyta,23425214,23424474,100,129520,201,9351,61937206,478.20573,0,10520,0,38608,92.5587,241,360,560,899,1669,0.57211,0.01016,0.00449,2.21743,0.09841,23424474,19587946,0.83622,16540048,0.7061,3047898,57196,843424,0.01362,27205,0.21004,1475,0.01139,112837,0.87119,2654,0.02049,0.31172,0.41934,0.53531,48941,48941,0.38225,0.94499,39227,0.75742,19888,0.38401,18050,0.34852,15612,0.30145,14270,0.27554,12423,0.23987,0.32865,222,52,29,303,0.732673267,183,31,20,234,0.782051282,53460783,27035764,46849529,57.70%,0.577,197699348,0.001
81,MMETSP0118,SRR1296942,Dinophyta,22880865,22880506,100,130753,201,7824,74851240,572.46289,0,18848,0,53832,94.06594,265,463,766,1160,1835,0.63877,0.00782,0.00295,2.22517,0.11018,22880506,19061332,0.83308,14998825,0.65553,4062507,77195,1256111,0.01678,33680,0.25758,1839,0.01406,94918,0.72593,3885,0.02971,0.28044,0.39424,0.50133,74275,74275,0.56806,0.92225,57071,0.70863,29180,0.36232,25686,0.31893,21810,0.27081,19754,0.24528,17046,0.21165,0.32333,220,47,36,303,0.726072607,168,32,34,234,0.717948718,62875617,NA,NA,NA,NA,NA,NA
82,MMETSP0119,SRR1296840,Dinophyta,36742226,36736841,99.99,123721,201,12626,68347117,552.42939,0,15400,3,49936,89.06713,262,458,732,1020,1514,0.65117,0.00729,0.0028,2.2886,0.1063,36736841,30730990,0.83652,24890324,0.67753,5840666,60508,1931754,0.02826,31958,0.25831,3470,0.02805,68436,0.55315,19211,0.15528,0.24527,0.29849,0.04085,83058,83058,0.67133,0.92893,67563,0.75563,34011,0.38038,31242,0.34941,27653,0.30927,25371,0.28375,22391,0.25042,0.34642,175,73,55,303,0.577557756,136,37,61,234,0.581196581,62946072,38270936,73478999,52.10%,0.521,201330736,0.001
83,MMETSP0120,SRR1296841,Dinophyta,31814900,31810397,99.99,134492,201,15571,94352754,701.54919,0,29137,4,63254,92.92111,296,611,1042,1568,2556,0.6137,0.00639,0.00198,2.24247,0.131,31810397,27896576,0.87696,23691717,0.74478,4204859,79311,3272231,0.03468,38108,0.28335,5079,0.03776,88134,0.65531,4520,0.03361,0.34076,0.49173,0.54826,91946,91946,0.68365,0.98102,66979,0.71463,34545,0.36858,30376,0.3241,26049,0.27793,23792,0.25385,20924,0.22325,0.3176,241,29,33,303,0.795379538,198,20,16,234,0.846153846,84042448,NA,NA,NA,NA,NA,NA
84,MMETSP0121,SRR1296842,Dinophyta,23790673,23749740,99.83,53496,201,3491,22425512,419.19979,0,2364,0,14255,94.41853,232,323,464,682,1118,0.64432,0.01244,0.00607,2.21099,0.08608,23749740,14201241,0.59795,9133364,0.38457,5067877,32352,119959,0.00535,6815,0.12739,304,0.00568,2752,0.05144,1997,0.03733,0.12519,0.18709,0.41718,46678,46678,0.87255,0.58232,34060,0.42491,14947,0.18647,8044,0.10035,4176,0.0521,2853,0.03559,1542,0.01924,0.14421,96,77,130,303,0.316831683,82,39,113,234,0.35042735,20949606,34984880,47540039,73.60%,0.736,190511953,0.001
